Term,Category,x,y
Hisense refrigerator,Kitchen/Dining,-0.47793552,-1.6948336
Hisense single oven,Kitchen/Dining,37.79408,-8.139007
Hisense small fridge refrigerator,Kitchen/Dining,-1.3263588,-1.5611079
Hisense sound system with Bluetooth and aux,Entertainment/Tech,-37.24143,58.211494
Hisense stainless steel gas stove,Kitchen/Dining,50.903057,-14.064899
Hisense stainless steel oven,Kitchen/Dining,38.952465,-7.9500704
Hisense stainless steel single oven,Kitchen/Dining,38.827385,-7.85291
Hisense surround system  Bluetooth sound system,Entertainment/Tech,-37.378334,58.06589
Hissen refrigerator,Kitchen/Dining,2.9233506,0.3916784
Hitense refrigerator,Kitchen/Dining,-0.47563422,-0.19030778
Hockey rink,Other,10.999349,-24.079124
Home Choice stainless steel double oven,Kitchen/Dining,45.038036,2.8925207
Home body soap,Bathroom/Bedroom,0.22955702,64.36258
Home brand body soap,Bathroom/Bedroom,-0.668935,63.45243
Home conditioner,Other,23.107563,24.0044
Home made body soap,Bathroom/Bedroom,1.1609364,68.439026
Homemade body soap,Bathroom/Bedroom,0.9445845,68.60052
Honey  body soap,Bathroom/Bedroom,4.1714907,68.808945
Honey shampoo,Bathroom/Bedroom,34.15587,55.144432
Hospitality  body soap,Bathroom/Bedroom,-3.607922,56.105125
Hospitality  shampoo,Bathroom/Bedroom,46.358055,57.109432
Hospitality Brand body soap,Bathroom/Bedroom,-3.733694,56.71461
Hospitality Brand conditioner,Other,20.839203,26.126461
Hospitality Brand shampoo,Bathroom/Bedroom,46.13424,56.48794
Hospitality body soap,Bathroom/Bedroom,-3.6080832,56.10562
Hospitality conditioner,Other,20.396236,25.144255
Hospitality exclusive  shampoo,Bathroom/Bedroom,46.292103,57.215313
Hospitality products from Linon & Woolworths body soap,Bathroom/Bedroom,-13.74904,60.273296
Hospitality shampoo,Bathroom/Bedroom,46.3582,57.110054
Host greets you,Other,33.00119,38.555298
Hosted  body soap,Bathroom/Bedroom,-6.934491,64.11676
Hosted  conditioner,Other,24.794735,18.705935
Hosted  shampoo,Bathroom/Bedroom,48.79869,59.164104
Hosted Property Management conditioner,Other,24.156933,17.831896
Hosted Property Management shampoo,Bathroom/Bedroom,49.695015,58.657803
Hosted Property body soap,Bathroom/Bedroom,-6.954298,64.12587
Hosted Property conditioner,Other,24.22619,17.906538
Hosted Property shampoo,Bathroom/Bedroom,49.669716,58.675484
Hosted body soap,Bathroom/Bedroom,-6.9344926,64.11664
Hosted conditioner,Other,24.794777,18.706074
Hosted shampoo,Bathroom/Bedroom,48.798477,59.166485
Hot Plate electric stove,Kitchen/Dining,66.9709,-27.42719
Hot plate - electrical stove,Kitchen/Dining,66.98983,-27.428167
Hot plate/oven combo oven,Kitchen/Dining,29.284292,-13.803847
Hot tub,Facilities/Outdoors,-2.6167758,-32.78225
"Hot tub - available all year, open 24 hours",Facilities/Outdoors,-4.081581,-34.66069
"Hot tub - available all year, open specific hours",Facilities/Outdoors,-4.1077614,-35.0919
Hot water,Bathroom/Bedroom,22.11711,-19.052092
Hot water kettle,Bathroom/Bedroom,22.146261,-19.070883
Hotel Brand Shampoo shampoo,Bathroom/Bedroom,47.16299,56.28973
Hotel Brand Shower Gel body soap,Bathroom/Bedroom,-12.209148,51.319187
Hotel Brands conditioner,Other,20.199934,25.96303
Hotel Brands shampoo,Bathroom/Bedroom,47.048695,56.272057
Hotel Range body soap,Bathroom/Bedroom,-5.154281,53.774315
Hotel Range conditioner,Other,18.732544,25.140678
Hotel ammenities conditioner,Other,19.611712,24.840519
Hotel body soap,Bathroom/Bedroom,-4.2490735,54.819466
Hotel brand body soap,Bathroom/Bedroom,-4.234409,55.248016
Hotel brand conditioner,Other,20.225264,25.943832
Hotel brand shampoo,Bathroom/Bedroom,46.99866,56.33285
Hotel brand shower gel body soap,Bathroom/Bedroom,-12.209148,51.319187
Hotel branded conditioner conditioner,Other,20.496113,25.766827
Hotel branded shampoo shampoo,Bathroom/Bedroom,47.14032,56.235844
Hotel conditioner,Other,19.850805,25.298477
Hotel quality small soap body soap,Bathroom/Bedroom,-5.429114,55.293156
Hotel shampoo,Bathroom/Bedroom,47.100624,56.59227
Hotel soap body soap,Bathroom/Bedroom,-4.2806835,54.85581
Hotel soaps  body soap,Bathroom/Bedroom,-4.285815,54.87076
Hotel style soaps body soap,Bathroom/Bedroom,-4.3492155,54.949745
Hotplate induction  induction stove,Kitchen/Dining,73.32332,-19.227678
House  conditioner,Other,22.95746,23.935055
House Brand  shampoo,Bathroom/Bedroom,41.286102,54.840378
House Brand body soap,Bathroom/Bedroom,-0.67710537,63.319042
House Brand conditioner,Other,23.542633,26.33131
House Brand shampoo,Bathroom/Bedroom,41.28695,54.839344
House body soap,Bathroom/Bedroom,-0.09454185,63.879185
House brand  body soap,Bathroom/Bedroom,-0.67719454,63.320206
House brand  conditioner,Other,23.543121,26.331589
House brand  shampoo,Bathroom/Bedroom,41.285713,54.84023
House brand body soap,Bathroom/Bedroom,-0.6771965,63.32021
House brand conditioner,Other,23.542633,26.33131
House brand shampoo,Bathroom/Bedroom,41.28666,54.84037
House conditioner,Other,22.957417,23.935156
House shampoo,Bathroom/Bedroom,39.925236,55.802357
Housebrand body soap,Bathroom/Bedroom,-0.63191456,62.573196
Housebrand conditioner,Other,23.72121,26.035526
Housebrand shampoo,Bathroom/Bedroom,40.993275,55.216866
Housebrands body soap,Bathroom/Bedroom,-0.6650133,62.541298
Household shampoo,Bathroom/Bedroom,39.706005,55.718964
Housekeeping - available at extra cost,Other,26.343824,-70.47213
Housekeeping available 1 day a week,Other,47.897606,-46.755684
Housekeeping available 1 day a week - available at extra cost,Other,47.51276,-49.15186
Housekeeping available 1 hour a day - available at extra cost,Other,57.432114,-47.701633
"Housekeeping available 1 hour a day, 1 day a week - available at extra cost",Other,54.415325,-47.179325
"Housekeeping available 1 hour a day, 3 days a week - available at extra cost",Other,54.907223,-46.910233
"Housekeeping available 1 hour a day, 5 days a week - available at extra cost",Other,53.726692,-47.657833
"Housekeeping available 1 hour a day, Monday to Thursday - available at extra cost",Other,59.094685,-54.95924
"Housekeeping available 1 hour a day, Monday, Thursday - available at extra cost",Other,59.112865,-54.990765
"Housekeeping available 1 hour a day, Sunday, Tuesday, Friday",Other,59.621487,-56.112705
"Housekeeping available 1 hour a day, Tuesday to Wednesday",Other,59.58356,-56.12576
"Housekeeping available 1 hour a day, every day",Other,54.221554,-43.955166
"Housekeeping available 10 hours a day, every day - available at extra cost",Other,51.114998,-50.159836
Housekeeping available 2 days a week,Other,47.895058,-46.71446
Housekeeping available 2 days a week - available at extra cost,Other,47.644817,-49.238476
Housekeeping available 2 hours a day,Other,53.947105,-43.816433
Housekeeping available 2 hours a day - available at extra cost,Other,57.138596,-47.58702
"Housekeeping available 2 hours a day, 1 day a week",Other,52.936596,-44.259857
"Housekeeping available 2 hours a day, 1 day a week - available at extra cost",Other,55.755207,-47.361347
"Housekeeping available 2 hours a day, 2 days a week - available at extra cost",Other,55.95319,-47.37354
"Housekeeping available 2 hours a day, 3 days a week",Other,52.602844,-44.29279
"Housekeeping available 2 hours a day, 3 days a week - available at extra cost",Other,55.576244,-46.977993
"Housekeeping available 2 hours a day, 6 days a week",Other,51.365585,-44.78186
"Housekeeping available 2 hours a day, Monday to Friday",Other,60.92757,-55.543148
"Housekeeping available 2 hours a day, Monday to Friday - available at extra cost",Other,60.96451,-54.098827
"Housekeeping available 2 hours a day, Monday to Thursday - available at extra cost",Other,61.027184,-54.22013
"Housekeeping available 2 hours a day, Monday, Thursday",Other,60.929977,-55.694664
"Housekeeping available 2 hours a day, Monday, Wednesday, Friday",Other,60.915524,-55.6136
"Housekeeping available 2 hours a day, Monday, Wednesday, Friday - available at extra cost",Other,60.98809,-54.412285
"Housekeeping available 2 hours a day, Monday, Wednesday, Thursday, Friday - available at extra cost",Other,60.92522,-54.57477
"Housekeeping available 2 hours a day, Saturday to Sunday - available at extra cost",Other,60.799038,-53.636585
"Housekeeping available 2 hours a day, Sunday to Saturday - available at extra cost",Other,60.80499,-53.638157
"Housekeeping available 2 hours a day, Tuesday",Other,61.37706,-55.902752
"Housekeeping available 2 hours a day, Tuesday - available at extra cost",Other,61.72618,-54.057293
"Housekeeping available 2 hours a day, Tuesday to Friday - available at extra cost",Other,61.160316,-54.114445
"Housekeeping available 2 hours a day, Tuesday to Thursday - available at extra cost",Other,61.320896,-54.189255
"Housekeeping available 2 hours a day, Wednesday",Other,61.47277,-55.94759
"Housekeeping available 2 hours a day, Wednesday - available at extra cost",Other,61.835457,-54.0641
"Housekeeping available 2 hours a day, every day",Other,53.95644,-43.927723
"Housekeeping available 2 hours a day, every day - available at extra cost",Other,56.794113,-47.489895
Housekeeping available 24 hours,Other,47.913612,-54.167305
"Housekeeping available 24 hours, 1 day a week - available at extra cost",Other,49.14247,-52.357224
"Housekeeping available 24 hours, 2 days a week - available at extra cost",Other,49.11746,-52.3733
"Housekeeping available 24 hours, 3 days a week",Other,48.022213,-53.325058
"Housekeeping available 24 hours, 3 days a week - available at extra cost",Other,49.088783,-52.357075
"Housekeeping available 24 hours, 4 days a week",Other,47.99755,-53.392513
"Housekeeping available 24 hours, Monday to Friday - available at extra cost",Other,50.753674,-55.510468
"Housekeeping available 24 hours, Monday to Saturday - available at extra cost",Other,50.77474,-55.50469
"Housekeeping available 24 hours, Sunday to Saturday",Other,48.209366,-55.507423
"Housekeeping available 24 hours, Tuesday, Friday",Other,48.153866,-55.540874
"Housekeeping available 24 hours, every day",Other,47.97085,-53.841576
"Housekeeping available 24 hours, every day - available at extra cost",Other,49.01667,-52.647327
Housekeeping available 3 days a week,Other,47.92805,-46.6846
Housekeeping available 3 days a week - available at extra cost,Other,47.68694,-49.255074
Housekeeping available 3 hours a day - available at extra cost,Other,56.74599,-46.57757
"Housekeeping available 3 hours a day, 1 day a week",Other,52.421085,-44.31245
"Housekeeping available 3 hours a day, 1 day a week - available at extra cost",Other,55.261906,-46.725025
"Housekeeping available 3 hours a day, 2 days a week",Other,52.462917,-44.295692
"Housekeeping available 3 hours a day, 2 days a week - available at extra cost",Other,55.44871,-46.74709
"Housekeeping available 3 hours a day, 3 days a week",Other,52.310284,-44.2777
"Housekeeping available 3 hours a day, 3 days a week - available at extra cost",Other,55.425064,-46.551888
"Housekeeping available 3 hours a day, 5 days a week",Other,51.920208,-45.302258
"Housekeeping available 3 hours a day, 6 days a week",Other,51.565746,-44.707806
"Housekeeping available 3 hours a day, 7 days a week - available at extra cost",Other,54.7669,-47.160034
"Housekeeping available 3 hours a day, Monday - available at extra cost",Other,61.40265,-50.475193
"Housekeeping available 3 hours a day, Monday to Friday - available at extra cost",Other,61.38898,-50.874302
"Housekeeping available 3 hours a day, Monday to Saturday",Other,62.14753,-51.217922
"Housekeeping available 3 hours a day, Monday, Wednesday, Saturday - available at extra cost",Other,61.501705,-51.26162
"Housekeeping available 3 hours a day, Monday, Wednesday, Thursday, Friday - available at extra cost",Other,61.493626,-51.478634
"Housekeeping available 3 hours a day, Thursday - available at extra cost",Other,60.75029,-51.047905
"Housekeeping available 3 hours a day, Tuesday to Friday - available at extra cost",Other,61.28562,-51.01434
"Housekeeping available 3 hours a day, Tuesday to Saturday - available at extra cost",Other,61.376015,-50.98445
"Housekeeping available 3 hours a day, Tuesday to Thursday - available at extra cost",Other,61.017757,-51.126614
"Housekeeping available 3 hours a day, Tuesday, Thursday, Saturday - available at extra cost",Other,61.375103,-51.358322
"Housekeeping available 3 hours a day, Wednesday, Friday",Other,62.023212,-51.691265
"Housekeeping available 3 hours a day, every day",Other,53.33747,-43.9679
"Housekeeping available 3 hours a day, every day - available at extra cost",Other,56.490578,-46.54386
Housekeeping available 4 days a week,Other,48.082455,-46.755066
Housekeeping available 4 days a week - available at extra cost,Other,47.83111,-49.216152
Housekeeping available 4 hours a day,Other,53.856014,-45.146442
Housekeeping available 4 hours a day - available at extra cost,Other,56.306725,-49.116104
"Housekeeping available 4 hours a day, 1 day a week",Other,53.059795,-45.343704
"Housekeeping available 4 hours a day, 1 day a week - available at extra cost",Other,54.89454,-48.41617
"Housekeeping available 4 hours a day, 2 days a week",Other,53.099133,-45.28835
"Housekeeping available 4 hours a day, 2 days a week - available at extra cost",Other,55.052334,-48.405758
"Housekeeping available 4 hours a day, 3 days a week - available at extra cost",Other,54.99834,-48.202297
"Housekeeping available 4 hours a day, 4 days a week - available at extra cost",Other,54.996048,-48.671116
"Housekeeping available 4 hours a day, 5 days a week",Other,52.448795,-45.948677
"Housekeeping available 4 hours a day, 5 days a week - available at extra cost",Other,54.33732,-48.626827
"Housekeeping available 4 hours a day, 7 days a week - available at extra cost",Other,54.302643,-48.80002
"Housekeeping available 4 hours a day, Monday to Friday - available at extra cost",Other,58.402073,-52.392025
"Housekeeping available 4 hours a day, Monday to Saturday",Other,58.27935,-52.815853
"Housekeeping available 4 hours a day, Monday, Thursday - available at extra cost",Other,58.52833,-52.111813
"Housekeeping available 4 hours a day, Monday, Wednesday, Friday - available at extra cost",Other,58.56298,-52.16167
"Housekeeping available 4 hours a day, Saturday to Sunday - available at extra cost",Other,58.339626,-52.616512
"Housekeeping available 4 hours a day, Thursday - available at extra cost",Other,58.423725,-51.535667
"Housekeeping available 4 hours a day, Tuesday, Friday - available at extra cost",Other,58.501114,-52.086395
"Housekeeping available 4 hours a day, Tuesday, Thursday - available at extra cost",Other,58.544445,-51.811543
"Housekeeping available 4 hours a day, Tuesday, Wednesday, Friday - available at extra cost",Other,58.576847,-51.953903
"Housekeeping available 4 hours a day, Wednesday",Other,58.149662,-50.866966
"Housekeeping available 4 hours a day, Wednesday - available at extra cost",Other,58.34352,-51.37359
"Housekeeping available 4 hours a day, every day",Other,53.886723,-44.980293
"Housekeeping available 4 hours a day, every day - available at extra cost",Other,56.006004,-48.95436
Housekeeping available 5 days a week,Other,48.890625,-46.89021
Housekeeping available 5 days a week - available at extra cost,Other,48.310474,-49.30405
Housekeeping available 5 hours a day - available at extra cost,Other,52.906113,-52.42738
"Housekeeping available 5 hours a day, 1 day a week",Other,51.508133,-46.393463
"Housekeeping available 5 hours a day, 1 day a week - available at extra cost",Other,53.124527,-48.05064
"Housekeeping available 5 hours a day, 2 days a week",Other,51.58091,-46.308517
"Housekeeping available 5 hours a day, 2 days a week - available at extra cost",Other,53.160076,-48.096313
"Housekeeping available 5 hours a day, 3 days a week",Other,51.60816,-46.101776
"Housekeeping available 5 hours a day, 3 days a week - available at extra cost",Other,53.160038,-48.02485
"Housekeeping available 5 hours a day, 5 days a week",Other,51.423397,-46.49971
"Housekeeping available 5 hours a day, 6 days a week",Other,51.313377,-46.337307
"Housekeeping available 5 hours a day, Monday, Friday",Other,53.722313,-56.16497
"Housekeeping available 5 hours a day, Monday, Thursday - available at extra cost",Other,53.780983,-54.2543
"Housekeeping available 5 hours a day, Monday, Wednesday, Friday",Other,53.761246,-56.201687
"Housekeeping available 5 hours a day, Saturday - available at extra cost",Other,53.58478,-53.86399
"Housekeeping available 5 hours a day, Sunday to Friday - available at extra cost",Other,53.69154,-54.013866
"Housekeeping available 5 hours a day, Sunday to Saturday - available at extra cost",Other,53.696213,-53.95939
"Housekeeping available 5 hours a day, Tuesday",Other,53.581852,-56.174553
"Housekeeping available 5 hours a day, Wednesday",Other,53.570976,-56.165825
"Housekeeping available 5 hours a day, Wednesday - available at extra cost",Other,53.410286,-53.96081
"Housekeeping available 5 hours a day, every day",Other,51.47057,-46.849205
"Housekeeping available 5 hours a day, every day - available at extra cost",Other,52.78417,-52.023544
Housekeeping available 6 days a week,Other,48.71808,-46.888752
Housekeeping available 6 days a week - available at extra cost,Other,48.3893,-49.313168
Housekeeping available 6 hours a day - available at extra cost,Other,53.811836,-51.266563
"Housekeeping available 6 hours a day, 1 day a week - available at extra cost",Other,53.63035,-50.089706
"Housekeeping available 6 hours a day, 2 days a week",Other,51.13622,-44.958942
"Housekeeping available 6 hours a day, 2 days a week - available at extra cost",Other,53.703518,-50.075706
"Housekeeping available 6 hours a day, 3 days a week",Other,51.198227,-44.902027
"Housekeeping available 6 hours a day, 4 days a week - available at extra cost",Other,53.748337,-50.06416
"Housekeeping available 6 hours a day, 6 days a week - available at extra cost",Other,53.649803,-50.385666
"Housekeeping available 6 hours a day, Monday to Friday - available at extra cost",Other,55.08176,-54.05153
"Housekeeping available 6 hours a day, Monday to Saturday - available at extra cost",Other,55.027737,-54.021313
"Housekeeping available 6 hours a day, Sunday - available at extra cost",Other,54.772274,-53.78717
